subordinate    sub.ordin.ate
wrack    wrack
malleable    malle.able
apocalypse    apo.calyp.se
portend    port.end
splurge    splurge
smallmouth    small.mouth
unabashedly    un.abash.ed.ly
pearly    pearl.y
gutsy    guts.y
seer    se.er
sugarcane    sugar.cane
sardonic    sard.on.ic
speechwriter    speechwrit.er
grammatical    gramm.at.ic.al
tracer    trac.er
pucker    puck.er
machinist    machin.ist
scoundrel    scound.rel
episodic    e.pis.od.ic
hotshot    hot.shot
militancy    milit.an.cy
suitability    suit.abil.ity
spurious    spur.ious
stringy    string.y
hopi    hopi
behind    be.hind
stratification    strat.ific.ation
strapping    strap.ping
deodorant    de.odor.ant
dapper    dapp.er
doable    do.able
divider    divid.er
chainsaw    chain.saw
evince    e.vince
drunkenness    drunk.en.ness
rubbery    rubber.y
glitzy    glitz.y
herder    herd.er
teenaged    teen.aged
disapproving    dis.approv.ing
abbreviated    ab.brevi.at.ed
caustic    caus.tic
bed    bed
assistive    as.sist.ive
bio    bio
expendable    ex.pend.able
mammalian    mammal.ian
messianic    messian.ic
microbiologist    micro.bio.log.ist
impersonate    im.person.ate
detonation    de.ton.ation
flushed    flush.ed
rabies    rabies
vitally    vital.ly
multipurpose    mul.ti.pur.pose
neckline    neck.line
startlingly    startl.ing.ly
perky    per.ky
quivering    quiver.ing
turpentine    turpentine
rhythmically    rhythm.ical.ly
disassemble    dis.assem.ble
hamper    hamp.er
hollow    hollow
habitable    habit.able
lark    lark
proclivity    pro.cliv.ity
narcissism    narciss.ism
settee    set.tee
nontoxic    non.toxic
evolved    e.volv.ed
anachronistic    a.nachron.istic
goon    goon
divination    di.vin.ation
destroyed    de.stroy.ed
profiling    pro.fil.ing
mossy    moss.y
ostrich    ostrich
writ    writ
smoothness    smooth.ness
romantically    roman.tic.ally
abysmal    a.bys.mal
cooperating    co.oper.at.ing
savagery    savage.ry
soluble    sol.ub.le
percolate    per.col.ate
hideout    hide.out
livable    liv.able
singular    sin.gul.ar
headwaters    head.water.s
seagull    sea.gull
predilection    pre.dilect.ion
rejuvenate    re.juven.ate
superhuman    super.human
merrily    merri.ly
hologram    holo.gram
unknowingly    un.know.ing.ly
tenured    tenur.ed
creationism    cre.ation.ism
laborious    labor.ious
disembark    dis.embark
squelch    squelch
defibrillator    de.fibril.lator
diocesan    dioces.an
divest    di.vest
gravestone    grave.stone
gambit    gambit
tot    tot
degenerative    de.gener.at.ive
detritus    de.trit.us
undertone    under.tone
corporal    corpor.al
determinism    de.termin.ism
alder    alder
inadvertent    in.ad.vert.ent
clemency    clem.ency
junkyard    junk.yard
cranny    cranny
midweek    mid.week
effigy    ef.figy
overzealous    over.zeal.ous
tamale    tamale
autograph    auto.graph
soiled    soil.ed
disfigure    dis.figure
birthright    birth.right
dreaming    dream.ing
phalanx    phalanx
hopeful    hope.ful
skewed    skew.ed
metastasis    meta.stasis
liberator    liber.at.or
sideboard    side.board
trucking    truck.ing
hindrance    hind.rance
regressive    re.gress.ive
stingy    sting.y
directed    di.rect.ed
simplification    simpl.ific.ation
macabre    macabre
jade    jade
pacemaker    pacemak.er
dusky    dus.ky
sedative    sed.at.ive
preconception    pre.concep.tion
quiz    quiz
unholy    un.holy
inculcate    in.culc.ate
ticker    tick.er
fistful    fist.ful
nightlife    night.life
regionally    region.al.ly
inattention    in.at.ten.tion
sighted    sight.ed
humbly    humb.ly
monolith    mono.lith
occasion    oc.ca.sion
duster    dust.er
advisable    ad.vis.able
extermination    ex.ter.min.ation
puzzlement    puzz.lement
jaunty    jaun.ty
crafty    craft.y
conservatory    con.serv.at.ory
reveler    re.vel.er
scratchy    scratch.y
discontinuity    dis.con.tinu.ity
superhighway    su.per.high.way
underwriting    un.der.writ.ing
suspenders    sus.pen.ders
chomp    chomp
clockwork    clock.work
chutney    chutney
starched    starch.ed
deliciously    de.lic.ious.ly
epilepsy    e.pilep.sy
offensively    of.fens.ive.ly
elbow    el.bow
extinguisher    ex.tinguish.er
sugary    sugar.y
adjuster    ad.just.er
oncology    onco.logy
unconscionable    un.conscion.able
orthopaedic    ortho.pae.dic
acrid    acrid
rash    rash
dimensional    dimen.sion.al
breakaway    break.away
concealment    con.ceal.ment
auburn    auburn
centrifugal    cen.tri.fug.al
latency    lat.ency
dismantling    dis.mantl.ing
interconnection    inter.connec.tion
apnea    apnea
sagebrush    sage.brush
renege    re.nege
unconditionally    un.condi.tion.al.ly
damper    damp.er
underserved    un.der.serv.ed
diagnostics    diag.no.stics
hinterland    hint.er.land
localize    local.ize
spleen    spleen
flowery    flow.ery
curd    curd
plotter    plott.er
flagrant    flag.rant
commoner    common.er
apologetically    apologet.ic.ally
despairing    de.spair.ing
contagion    con.tagion
dualism    dual.ism
unfathomable    un.fathom.able
disembodied    dis.em.bod.ied
fired    fired
workhorse    work.horse
jetty    jet.ty
frock    frock
prophesy    proph.esy
sandpaper    sandpap.er
pointy    point.y
vegan    veg.an
backpacker    back.pack.er
burlap    burl.ap
rinse    rinse
counterculture    counter.culture
parse    parse
cheetah    cheetah
benevolence    bene.vol.ence
muffler    muffler
offered    off.ered
replant    re.plant
yea    yea
powerlessness    power.less.ness
leech    leech
inhospitable    in.hospit.able
mimetic    mim.etic
spatter    spatter
hype    hype
fragmentary    fragm.ent.ary
alarmingly    alarm.ing.ly
sportsmanship    sports.manship
amulet    a.mulet
wanderer    wander.er
intermission    inter.miss.ion
devastated    de.vast.ated
pensive    pen.sive
angled    angl.ed
oratory    ora.tory
autopilot    auto.pilot
neophyte    neo.phyte
forefather    forefath.er
knoll    knoll
cutthroat    cut.throat
cue    cue
unkempt    un.kempt
overjoyed    over.joy.ed
variegated    varie.gat.ed
languid    langu.id
couch    couch
cachet    cach.et
minutia    minut.ia
omnipresent    om.ni.pres.ent
wham    wham
domed    dom.ed
subsidiary    sub.sid.ia.ry
cake    cake
nationalize    na.tion.al.ize
powdery    pow.der.y
fatigue    fat.igue
cataclysmic    cata.clys.mic
sheathe    she.athe
cellophane    cello.phane
stalled    stall.ed
menial    men.ial
shamelessly    shame.less.ly
hog    hog
redshift    red.shift
pate    pate
incomparable    in.com.par.able
recrimination    re.crimin.ation
armrest    arm.rest
gated    gated
isolationist    isol.ation.ist
wok    wok
congruence    con.gru.ence
cuticle    cut.icle
hysterectomy    hyster.ect.omy
fart    fart
gory    gory
raiser    rais.er
spectrometer    spectromet.er
hitchhike    hitch.hike
itchy    itch.y
deciding    decid.ing
whilst    whil.st
unprofitable    un.profit.able
stoplight    stop.light
defenseman    defense.man
toothless    tooth.less
prussian    prus.sian
incubate    in.cub.ate
porridge    por.ridge
solstice    sol.st.ice
monochrome    mono.chrome
crisply    crisp.ly
glower    glow.er
slicker    slick.er
bitch    bitch
jellyfish    jelly.fish
plural    plural
lightbulb    light.bulb
overdrive    over.drive
cognizant    co.gniz.ant
mete    mete
curvature    curv.at.ure
keel    keel
rec    rec
scuffle    scuf.fle
polygamy    poly.gam.y
telecast    tele.cast
renown    re.nown
bloodied    blood.ied
skim    skim
clipper    clipp.er
perplexed    per.plex.ed
hauler    haul.er
premarital    pre.marit.al
patrolman    patrol.man
talking    talk.ing
pilings    pil.ing.s
beech    beech
gooey    goo.ey
perforation    per.for.ation
unbeaten    un.beat.en
welt    welt
lifelike    life.like
overrated    over.rat.ed
spirit    spirit
redefinition    re.defin.it.ion
pinched    pinch.ed
oddball    odd.ball
inadequately    in.ad.equ.at.ely
nurture    nur.ture
unmask    un.mask
dreamlike    dream.like
discriminating    dis.crim.in.at.ing
salami    sal.ami
sabine    sab.ine
defamation    de.fam.ation
implacable    im.plac.able
romanticism    roman.tic.ism
endear    en.dear
checked    check.ed
corkscrew    cork.screw
core    core
sortie    sor.tie
cremate    crem.ate
fucker    fuck.er
staid    staid
preconceived    pre.conceiv.ed
internment    intern.ment
precious    prec.ious
dichotomous    dichotom.ous
buttered    butter.ed
yardage    yard.age
dislocate    dis.locate
sulk    sulk
godmother    godmoth.er
quill    quill
kindred    kind.red
psychopathology    psycho.pathol.ogy
industrious    industr.ious
wearing    wear.ing
amphetamine    am.phet.amine
set    set
repudiation    re.pudi.ation
gang    gang
rockfish    rock.fish
songwriting    song.writ.ing
salience    sal.ience
registrar    re.gistr.ar
governorship    govern.or.ship
energetically    ener.get.ic.al.ly
moslem    mos.lem
dilution    di.lut.ion
unplugged    un.plug.ged
disgraceful    dis.grace.ful
newness    new.ness
repute    re.pute
sax    sax
serve    serve
hereby    here.by
coddle    cod.dle
dyad    dy.ad
whisk    whisk
malignancy    mal.ign.an.cy
smarts    smarts
headless    head.less
nonsignificant    non.sign.ific.ant
bide    bide
docket    doc.ket
servitude    serv.itude
folic    fol.ic
granny    granny
realtor    real.tor
orderly    order.ly
priestess    priest.ess
superconducting    super.conduct.ing
expedite    ex.pedi.te
annal    annal
daybreak    day.break
stunt    stunt
mishandle    mis.hand.le
occult    oc.cult
rudely    rud.ely
mammography    mammo.graphy
polarized    polar.ized
untangle    un.tang.le
revolt    re.volt
canoeing    canoe.ing
florentine    florent.ine
raptor    rapt.or
fawn    fawn
deciduous    decidu.ous
pushy    push.y
ream    re.am
flattery    flatt.ery
iguana    iguana
fluidity    fluid.ity
windbreaker    wind.break.er
skinless    skin.less
attentively    at.tent.ive.ly
shaving    shav.ing
descriptor    de.scrip.tor
joystick    joy.stick
brewer    brew.er
ilk    ilk
girlish    girl.ish
bot    bot
nicety    nice.ty
jetliner    jet.lin.er
beholden    be.hold.en
vole    vole
steal    steal
uproot    up.root
overuse    over.use
reassessment    re.assess.ment
spongy    spong.y
agribusiness    agri.business
precipice    pre.cipice
adjudicate    ad.judic.ate
preventative    pre.vent.at.ive
unhook    un.hook
feverishly    fever.ish.ly
flemish    flem.ish
copier    copi.er
comma    comma
firstborn    first.born
oxidation    oxid.ation
randomized    random.ized
synopsis    syn.op.sis
snicker    snick.er
ringer    ring.er
abnormally    a.bnormal.ly
amorous    amor.ous
normality    normal.ity
poncho    poncho
pacify    pac.ify
consultative    consult.ative
spender    spend.er
perceptible    per.cept.ible
picking    pick.ing
season    season
awed    awed
externality    exter.nal.ity
inscribed    in.scrib.ed
sandbox    sand.box
panicky    panic.ky
stirrup    stir.rup
generalizability    general.iz.abil.ity
dumbfound    dumb.found
divisional    divi.sion.al
glassware    glass.ware
piazza    piazza
kitsch    kitsch
apologist    apo.log.ist
scaling    scal.ing
climactic    clim.act.ic
fluttering    flut.ter.ing
winemaker    wine.mak.er
interlocutor    inter.locut.or
tawny    tawny
indy    indy
naw    naw
muddle    mud.dle
faltering    fal.ter.ing
shunt    shunt
despondent    de.spond.ent
unsweetened    un.sweet.ened
docile    do.cile
vendetta    ven.det.ta
contented    con.tent.ed
bookkeeping    book.keep.ing
impassive    im.pass.ive
criminalize    crim.in.al.ize
peroxide    per.ox.ide
undeterred    un.deter.red
enforceable    en.force.able
nefarious    ne.far.ious
inferno    in.fer.no
downwind    down.wind
steppe    step.pe
intercut    in.ter.cut
flexion    flex.ion
bodice    bo.dice
undemocratic    un.de.moc.rat.ic
mailman    mail.man
impeccably    im.pecc.abl.y
echoing    echo.ing
stalking    stalk.ing
immutable    im.mu.tab.le
punter    punt.er
cloudless    cloud.less
regalia    reg.al.ia
phonological    phono.logi.cal
gastric    gas.tric
transitory    trans.it.ory
spatially    spatial.ly
windblown    wind.blown
sprinkling    sprinkl.ing
bipartisanship    bi.par.ti.sanship
rebuilt    re.built
lumbar    lum.bar
innovate    in.no.vate
contrived    con.triv.ed
moccasin    moc.ca.sin
intercede    in.ter.cede
fanaticism    fan.at.ic.ism
dexterity    dex.ter.it.y
hawaiian    hawaii.an
whispered    whisper.ed
implantation    im.plant.ation
promiscuity    promiscu.ity
uninvited    un.invit.ed
framing    fram.ing
rapprochement    ra.pproche.ment
paintbrush    paint.brush
chewy    chew.y
lunch    lunch
colonizer    colo.niz.er
cackle    cackle
unevenly    un.even.ly
dissenting    dis.sent.ing
assay    as.say
bulwark    bul.wark
crinkle    crink.le
concerto    con.certo
naturalism    natural.ism
laminated    la.min.at.ed
opiate    opiate
bro    bro
stiletto    stiletto
leathery    leath.ery
goblin    goblin
vaudeville    vaudeville
prejudice    pre.jud.ice
anesthesiologist    an.esthesi.olog.ist
softened    soft.ened
neuroscience    neuro.science
revamped    re.vamp.ed
unattainable    un.at.tain.able
prosciutto    prosciutto
escaping    e.scap.ing
undersea    under.sea
adornment    a.dorn.ment
altercation    al.terc.ation
billiards    billiards
elizabethan    elizabeth.an
manatee    manatee
stasis    stasis
blackjack    black.jack
cheating    cheat.ing
shortness    short.ness
nix    nix
sit    sit
engraved    en.grav.ed
python    python
keeping    keep.ing
operationalize    opera.tion.al.ize
schoolmate    school.mate
ugh    ugh
plus    plus
shapely    shape.ly
coloration    color.ation
accost    ac.cost
wanton    wan.ton
erroneously    erro.ne.ous.ly
randomize    ran.dom.ize
jaguar    jaguar
idiosyncrasy    idio.syncrasy
rigging    rig.ging
hacienda    haci.enda
fuzz    fuzz
newtonian    newton.ian
sloth    sloth
keypad    key.pad
arthritic    arthrit.ic
chowder    chowder
bucolic    bu.colic
pewter    pewter
dogged    dog.ged
bulimia    bulim.ia
plaintive    plain.tive
adulation    ad.ulat.ion
prejudiced    pre.judic.ed
hereafter    hereaft.er
grudging    grudg.ing
rematch    re.match
poke    poke
portraiture    portra.iture
workbench    work.bench
uncharacteristic    un.character.is.tic
intensified    in.tens.ifi.ed
bridle    bridle
overbearing    over.bear.ing
moonlight    moon.light
headliner    head.lin.er
enlistment    en.list.ment
stewardess    steward.ess
threadbare    thread.bare
provost    provost
conscript    con.scri.pt
concourse    con.course
jus    jus
blasphemy    blas.phem.y
numeral    numer.al
irritability    ir.rit.abil.ity
comatose    coma.tose
riverbed    river.bed
evacuee    e.vacu.ee
prospectus    pro.spect.us
opus    op.us
centralization    cen.tral.ization
archive    ar.chive
trusty    trust.y
ruthlessly    ruth.less.ly
diatribe    di.atribe
floor    floor
exploited    ex.ploit.ed
resound    re.sound
dais    dais
superficially    super.fici.al.ly
breadwinner    bread.winn.er
summarily    sum.mari.ly
bereaved    be.reav.ed
constable    con.stable
showcase    show.case
ordnance    ord.nance
visage    vis.age
methadone    metha.done
reinvention    re.invent.ion
reflexively    re.flex.ive.ly
nonmember    nonmemb.er
subject    sub.ject
denominational    de.nom.in.at.io.nal
unoccupied    un.occup.ied
prologue    pro.logue
treatable    treat.able
abomination    a.bom.in.ation
liquidation    liq.uid.ation
livid    liv.id
quench    quench
unanimity    un.an.im.it.y
handily    hand.ily
airflow    air.flow
abdicate    ab.dic.ate
plumb    plumb
carelessness    care.less.ness
gent    gent
discounted    dis.coun.ted
exclusivity    ex.clus.iv.ity
knotted    knot.ted
preen    pre.en
courtier    court.ier
psychopath    psycho.path
neonatal    neo.nat.al
personable    person.able
postdoctoral    post.doctor.al
covertly    covert.ly
perfunctory    per.funct.ory
watchman    watch.man
escaped    es.cap.ed
shakespearean    shakespeare.an
drumbeat    drum.beat
frat    frat
counterweight    counter.weight
paragon    par.ag.on
athleticism    athletic.ism
telescopic    tele.scop.ic
mallard    mallard
estrangement    estrange.ment
brutalize    brut.al.ize
joist    joist
posthumous    post.hum.ous
dutiful    duti.ful
upswing    up.swing
salaried    salari.ed
banister    banister
maya    maya
